Id,Title,Metadata,Description
53e8f3d2d0dcaf8c,Senior Data Scientist - job post,Full-time,"
It’s undeniable: Pets truly make the world a better place. That’s why we’re inspired to make A Better World For Pets™, a world where they’re healthy, happy and welcome. It's safe to say, at Mars Petcare, we're passionate about pets, and their health.
 To deliver on this ambition of being Powered by Data strategy we need talent with expertise and experience of data science and advanced analytics to deliver multiple initiatives and join the change in data and pet- and pet-centric thinking across the entire Mars Petcare business.
 The purpose of this role is to join and be an integral part of the expanding data science function and to deliver the Powered By Data project across Mars Petcare divisions using the ecosystem of data available.

 This will involve building a clear understanding of the potential benefits that connected data and analytics can bring and supporting this vision with stakeholders. The role involves hands-on delivery of analytics and insight.
 Collaboration with stakeholders will be important throughout to ensure the insights are actionable and that the business is ready to apply them to deliver the benefits. The role requires end-to-end expertise from data, analytics and insight delivery to stakeholder engagement and support of benefit realization.

 This is a Senior Data Science role and we are searching for an experienced Analytics professional.

 What are we looking for?

 Extensive technical experience in delivering statistical analytics, data science and insight on large-scale data sets.
 Experience in SKU level analytics to influence assortment, price and promotion decisions for leading Petcare brands.
 Demonstrable experience using data science and advanced analytics to generate business value and change
 Good knowledge of Python is required; Familiarity with PySpark is also desirable
 Excellent communication skills to interact effectively with all levels of internal business stakeholders.
 Truly inspired by, and want to live, our purpose of creating a better world for pets.


 What would be your key responsibilities?

 Application of data science approaches to predict the drivers of business performance and Pet/Pet Owner behaviour.
 Design and implement machine learning techniques to maximise product and pet insights from Petcare Data Platform data sources.
 Deliver high impact visualizations & statistical analysis to Influence Petcare decisions to make a better world for pets.
 Collaborate with internal and external teams to ensure we focus on pet-centric product and service recommendations


 What can you expect from Mars?

 An industry competitive salary and benefits package, including excellent pension.
 Pet-friendly offices, where your pets enjoyment, is as high on our agenda as yours.
 A company that understands the importance of a work-life balance.
 The chance to take hold of your own career, and develop personally and professionally.

"
4b35e201e284104e,Senior Decision Scientist - job post,"£70,000 - £100,000 a year","
London or Remote (UK) | £70,000 to £100,000 + Benefits | Decision Science, Borrowing
 About us:
 At Monzo we believe there's a better way to do banking - we care deeply about our customers, are innovative and execute quickly.
 We're looking to revolutionise the way people manage their finances by putting them in control and promoting their financial wellbeing. We are expanding our range of borrowing products, aiming to create a genuine feel-good factor when it comes to personal credit. We are looking for driven, analytical and creative individuals to help us achieve this goal.
 Our technology stack
 We rely heavily on the following tools and technologies (note we do not expect applicants to have prior experience of all them):

Google Cloud Platform for all of our analytics infrastructure
dbt and BigQuery SQL for our data modelling and warehousing
Python for data science
Go to write our application code
AWS for most of our backend infrastructure

Your day-to-day

Develop statistical and machine learning models for our range of Borrowing products, with focus on credit decisions
Own the full lifecycle of modelling projects, from model design and data curation, to deployment and monitoring in production
Drive innovation with new data sources and solutions such as Open Banking

You should apply if:

You are result oriented and motivated by the impact on our customers
You are self-motivated and thrive in a fast-paced environment
You have great attention to detail while keeping an eye on the big picture
You are a great communicator able to articulate complex problems
You are able build mutual respect and trust with diverse teams and stakeholders
You are keen to grow your knowledge in both business and technology
Excellent SQL and Python skills with good understanding of best practices in software engineering and data engineering
In-depth knowledge of statistical and machine learning models: logistic regression, gradient boosted trees, neural networks, survival analysis, etc
Solid knowledge of statistics: hypothesis testing, confidence intervals, bootstrap

Even better if you have:

Experience of managing a modelling project through its full lifecycle
Experience in consumer lending business or similar industry

The Interview Process:
 Our interview process involves 4 main stages:

Recruiter Call
Initial Call with Hiring Manager
Take Home Task
x3 final loop stage

Our average process takes around 3-4 weeks but we will always work around your availability. You will have the chance to speak to our recruitment team at various points during your process but if you do have any specific questions ahead of this please contact us on tech-hiring@monzo.com
 One of our team has written a detailed blog on their experience through this process, for extra details, hints and tips please see here.
 What's in it for you:
 £70,000 to £100,000 ➕ plus stock options & benefits
 ✈️ We can help you relocate to the UK
 ✅ We can sponsor visas
 This role can be based in our London office, but we're open to distributed working within the UK (with ad hoc meetings in London).

We offer flexible working hours and trust you to work enough hours to do your job well, at times that suit you and your team.

 Learning budget of £1,000 a year for books, training courses and conferences
 ➕ And much more, see our full list of benefits here

Equal Opportunity Statement
 We are actively creating an equitable environment for every Monzonaut to thrive.
 Diversity and inclusion are a priority for us and we are making sure we have lots of support for all of our people to grow at Monzo. At Monzo, embracing diversity in all of its forms and fostering an inclusive environment for all people to do the best work of their lives with us. This is integral to our mission of making money work for everyone. You can read more in our blog, 2021 Diversity and Inclusion Report and 2022 Gender Pay Gap Report.
 We're an equal opportunity employer. All applicants will be considered for employment without attention to age, ethnicity, religion, sex, sexual orientation, gender identity, family or parental status, national origin, or veteran, neurodiversity or disability status.

#LI-RP1 #LI-REMOTE
"
fe111408d2904c5d,Data Scientist - Manchester - job post,"£75,000 - £85,000 a year -  Full-time, Permanent","


Job Reference: NJ0202
Date Posted: 15 May 2023
Recruiter: Nexus Jobs
Location: Manchester
Salary: £75,000 to £85,000
Sector: I.T. & Communications
Job Type: Permanent
Work Hours: Full Time
Contact: Jas Gujral
Email: cv@nexusjobs.com
Telephone: 020 7488 6900




Job Description

Data Scientist – Manchester 
Our Client an international organisation is looking to recruit a Data Scientist with 7 to 10 years expertise as a Data Scientist.
 You will have Natural Language Processing (NLP) knowledge and experience and understand and analyse large data sets to discover new insights.
 Working in a multi-disciplinary team within a highly technical and complex environment.
 Well versed in scalable data mining and machine learning techniques (using computers to improve as well as develop algorithms)Kernel Methods, Deep Learning, Statistical Relational Learning, Ensemble Methods
 Model using advanced statistical/ mathematical models, predict and segment data to hypothesize/ evolve uses cases to monetize data and generate other business value.
 Translate business needs to technical requirements and implementation.
 Experience of Big Data technologies/Big Data Analytics.
 C++, Java, Python, Shell Script
 R, Matlab, SAS Enterprise Miner
 Elastic search and understanding of Hadoop ecosystem
 Experience working with large data sets, experience working with distributed computing tools like Map/Reduce, Hadoop, Hive, Pig etc.
 Advanced use of Excel spread sheets for analytical purposes 
MSc or PhD in Data Science or an analytical subject (Physics, Mathematics, Computing) or other quantitative discipline
 The position is based close to Manchester.
 The salary for this position will be circa £75K - £85K plus benefits.
 Please send your CV to us in Word format along with salary and availability details.




"
5581d3d71c29be7e,Research Associate -Health Service Research and Health Data Science (Fixed Term) - job post,"£35,308 - £43,155 a year -  Full-time, Part-time, Fixed term contract","
We seek a talented Research Associate to join the research team at The Healthcare Improvement Studies Institute (THIS Institute). 
Funded by the Health Foundation, THIS Institute has a remit to advance research into how to improve the quality and safety of patient care. The institute hosts around 60 staff, consisting of academics, operational and communications staff and visiting research fellows. It has strong links across University of Cambridge departments, with RAND Europe, a not-for-profit Cambridge-based research organisation, and with Homerton College, Cambridge, as well as with multiple external partners.
You will provide high-level research and project management skills to THIS-funded research.
You will work to support a range of exciting and innovative collaborative research programmes focused on how to improve quality and safety in healthcare.
Using your strong quantitative research skills, often embedded within mixed method studies, you will work with principal investigators and other colleagues to help develop, design and implement appropriate quantitative methods in health service improvement studies and undertake statistical analyses on data including large routine health service data.
You will build productive collaborations with academic and clinical partners, prepare outputs for publication, contribute to applications for external funding as required, and support the research infrastructure and other activities of THIS Institute. 
We are especially keen to receive applications from individuals with a background in health service research and health data science, but welcome applications from all well-qualified candidates. 
You will have the ability to analyse large complex, multidimensional datasets, and strong quantitative research skills.
Applicants must have (or be close to obtaining) a PhD. Appointment at Research Associate level is dependent on having a PhD. Those who have submitted but not yet received their PhD will initially be appointed as a Research Assistant (Grade 5, Point 38 £32,411) moving to Research Associate (Grade 7) upon confirmation of your PhD award. The position is full-time, part-time applications will be considered for a minimum of 0.8 FTE. 
Funding for this position is available until 31 March 2027.
The post will be based at Strangeways Research Laboratory, Worts Causeway, Cambridge CB1 8RN (approximately 2.5 miles south of the city centre). The University is supportive of hybrid working, where some work is undertaken on University premises and some in a remote working environment. The aim of our approach is to enable as many staff as possible to work in a hybrid way if they wish and where their role allows.
Informal discussions about the post are strongly encouraged. Please contact Dr Kristina Wanyonyi-Kay, Research Programme Leader at THIS Institute, by e-mail (kristina.wanyonyi@thisinstitute.cam.ac.uk).
Closing date: 16 July 2023
Interview Date: 25 July 2023
To submit an application for this vacancy, please click on the 'Apply online' section of the advertisement published on the University's Job Opportunities pages. This will route you to the University's Web Recruitment System, where you will need to register an account (if you have not already) and log in before completing the online application form. 
Please ensure that you outline how you match the criteria for the post and why you are applying for this role on the online application form. 
Please include details of your referees, including e-mail address and phone number, one of which must be your most recent line manager.
Please quote reference RH37081 on your application and in any correspondence about this vacancy.
The University actively supports equality, diversity and inclusion and encourages applications from all sections of society.
The University has a responsibility to ensure that all employees are eligible to live and work in the UK.
"
b01796876ea4cead,Data Scientist - job post,,"


Company

    Craneware PLC
  



 Speciality

    Technology
  



 Category

    Permanent
  



 Location Country

    UK
  



 Office Location

    Home based - UK
  



 Additional Locations

    Edinburgh
  



 Introduction to Craneware



      We at the Craneware Group, including Sentry Data Systems and Agilum Healthcare Intelligence, are transforming the business of healthcare by providing actionable insights to our customers. We are seeking talented, innovative and collaborative individuals to join our team of over 750 employees to drive the expansion of our SaaS-based platform and applications.
     

Together, nearly half of registered US hospitals are now our customers.

 Our products impact: 
     
More than 2,000 U.S. hospitals and health systems
 Almost 10,000 clinics and retail pharmacies
 Customers operating with a financial impact of nearly half a trillion dollars
 Data sets from customers covering more than 150 million unique patients


The Craneware Group supports a flexible work environment as well as a collaborative and teamwork focused atmosphere. Employees within Edinburgh and the surrounding areas will be expected to work a hybrid working arrangement spending 40% of their time per month in the Tanfield office - approx 2 days per week







 The Team



      The Data Scientist role will be responsible for developing high quality machine learning-enabled solutions and conducting complex data analyses to drastically improve existing products and act as a catalyst for the development of new innovations. This position will support the Data Innovation Portfolio’s strategies and initiatives by rapidly deploying data-driven solutions and prototyping new machine-learning models.
    






 You Will Be




 Utilising AI/ML methodologies and other advanced analytics to improve current products and business operations, automate complex processes, and create new products
 Examining complex problems, interpret operational needs, and develop creative solutions
 Applying sophisticated data science and computer science methodologies to projects that are reproducible and publication-worthy
 Performing peer review code against development standards to ensure code quality and consistency
 Translating statistical output into clear, compelling tables and visualizations
 Keeping up to date with technical advances to drive innovation








 You Will Bring




 MS with 3+ years or PhD in computational subject area. Degree(s) should be in a technical discipline such as Data Science, Engineering, Statistics, Physics, Math, quantitative social science
 Excellent written and verbal communications, including the ability to clearly and concisely articulate complex concepts to both technical and non-technical audiences
 Demonstrated experience applying data science to real-world data problems and translating findings into actionable insights
 Strong SQL and R/Python programming skills
 Ability to prioritize and handle multiple projects while achieving the necessary balance between in-depth analyses and the need for a resolution/result
 Excitement to join a new and dynamic team with the flexibility to adjust to changing priorities
 Ability to independently gather background information for a problem and identify appropriate statistical and/or AI/ML methods
 Experience with SQL relational databases as well as big data (Hadoop, Hive, Spark, Kafka, Flink)
 Expertise in study design, data cleansing, feature engineering, and data modelling
 Familiarity with visualization tools (Tableau, qlik, ThoughtSpot, Power BI, Looker, etc)
 Frequent user of cloud computing platforms such as Microsoft Azure, Oracle Cloud, AWS
 Independent and self-motivated in driving development and technical process improvement
 Working knowledge of Application Lifecycle Management (ALM) tools (e.g. Azure DevOps or Jira)





"
ebd4aa8f97e2db21,"Senior Data Scientist, Marketing - job post",Part-time,"
London : UK Remote
 About us:
 We're here to make money work for everyone and we're doing things differently. For too long, banking has been obtuse, complex and opaque.
 We want to change that and build a bank with everyone, for everyone. Our amazing community suggests features, test the app and give us constant feedback so we can build something everyone loves.
 We're focused on solving problems, rather than selling financial products. We want to make the world a better place and change people's lives through Monzo.
 About our Data Science, Marketing Team:
 Enable Monzo to Make Better Decisions, Faster
 We're looking for a Marketing Data Scientist excited to help us build the bank of the future. We have a strong culture of data-driven decision making across the whole company. And we're great believers in powerful, real-time analytics and empowerment of the wider business. All our data lives in one place and is super easy to use. 90% of day-to-day data-driven decisions are covered by self-serve analytics through Looker which gives data scientists the head space to focus on more impactful business questions and analyses.
 What you'll be working on
 You'll work across all our marketing channels, to help Monzo understand the ROI across our entire marketing investment, from first to last £ spent. You'll have the opportunity to help supercharge our user growth, help grow our most exciting new products and be the voice of data for our marketing department.
 Your day-to-day
 We work in cross-functional squads where you'll be a member of our central data discipline and fully embedded within our marketing department.

Apply your expertise in quantitative analysis, data mining, performance marketing, and data presentation to find ways we can spend our marketing budget more effectively.
Own the measurement strategy for campaigns via methods such as randomised lift tests, geo-targeted lift tests, and marketing mix models
Work across our full product range and help shape our marketing investment strategy
Partner with our in-house and agency marketers to determine which channels are most effective
Manage relationships with our advertising partners and their analytics measurement teams, to collaborate on best practice and experimental design
Work with Engineers in our Marketing Tech team to define measurement requirements and guide their implementation
Use our cloud native data infrastructure (i.e BigQuery, Looker) to help us build visibility on channel performance
Stay up to date with the latest performance marketing measurement strategies in industry

You should apply if: What we're doing here at Monzo excites you!

You're passionate about marketing science and understand the causal impact marketing can have
You're impact driven and eager to have a real positive impact on the company, product, users and very importantly your colleagues as well
You're as comfortable getting hands-on as taking a step back and thinking strategically
You have a self-starter mindset; you proactively identify issues and opportunities and tackle them without being told to do so
You have multiple years of experience working in marketing or performance marketing analytics, preferably in a fast moving tech company
You have experience in conducting large scale A/B experiments, regional experimentation and marketing mix modeling
You have a solid grounding in SQL and preferably Python

The Interview Process:
 Our interview process involves three main stages:


Initial Call


Take home task or pair coding exercise


Final interview including a case study and a behavioural interview


Our average process takes around 2-3 weeks but we will always work around your availability.
 You will have the chance to speak to our recruitment team at various points during your process but if you do have any specific questions or want to talk through reasonable adjustments ahead of or during application please us at any point on tech-hiring@monzo.com
 What's in it for you:
 ✈️ We can help you relocate to the UK
 ✅ We can sponsor visas
 This role can be based in our London office, but we're open to distributed working within the UK (with ad hoc meetings in London).

We offer flexible working hours and trust you to work enough hours to do your job well, at times that suit you and your team.

 Learning budget of £1,000 a year for books, training courses and conferences
 ➕And much more, see our full list of benefits here
 If you prefer to work part-time, we'll make this happen whenever we can - whether this is to help you meet other commitments or strike a great work-life balance.

Equal Opportunity Statement
 We are actively creating an equitable environment for every Monzonaut to thrive.
 Diversity and inclusion are a priority for us and we are making sure we have lots of support for all of our people to grow at Monzo. At Monzo, embracing diversity in all of its forms and fostering an inclusive environment for all people to do the best work of their lives with us. This is integral to our mission of making money work for everyone. You can read more in our blog, 2022 Diversity and Inclusion Report and 2022 Gender Pay Gap Report.
 We're an equal opportunity employer. All applicants will be considered for employment without attention to ethnicity, religion, sexual orientation, gender identity, family or parental status, national origin, veteran, neurodiversity status or disability status.
 ____________________________________________________________________________________________________________________________ #LI-NB1 #LI-REMOTE
"
7ea94fab3df2c038,"Senior Director - Head of Internal Data Science, Visa Europe - job post",Full-time,"
 Company Description
  Visa is a world leader in digital payments, facilitating more than 215 billion payments transactions between consumers, merchants, financial institutions and government entities across more than 200 countries and territories each year. Our mission is to connect the world through the most innovative, convenient, reliable and secure payments network, enabling individuals, businesses and economies to thrive.
 When you join Visa, you join a culture of purpose and belonging – where your growth is priority, your identity is embraced, and the work you do matters. We believe that economies that include everyone everywhere, uplift everyone everywhere. Your work will have a direct impact on billions of people around the world – helping unlock financial access to enable the future of money movement.
 Join Visa: A Network Working for Everyone.



 Job Description
  What's it all about?
 The Visa Europe Functions and Products Data Science team supports all Data Science work for several internal Visa Europe functions, such as marketing, product, strategy, sustainability, etc. We leverage machine learning, business analytics and other approaches to leverage Visa’s transactional data and drive Visa’s business objectives. A member of the Visa Europe Data Science team has the opportunity to get exposure to all parts of Visa’s business while working with a fun team in a fast-paced environment.
 This role will lead the 17-person Visa Europe Functions and Products Data Science team, and the 6-person Data Engineering team. The role will be based at Visa’s Paddington office in London, UK.
 What we expect from you, day to day:

 Lead a team responsible for scoping and delivering Data Science projects spanning different business functions within Visa Europe
 Data Science thought leadership across Visa Europe including the creation of a compelling vision and long-term road maps that we will execute on
 Interface and influence various internal stakeholders to:

 Champion the role of Data Science and Data Engineering to senior executives across the business
 Foster self-serving of basic data needs across the business as well as an appreciation for advanced ML/AI
 Identify, design and deliver actionable product analytics to monitor performance and identify opportunities
 Guide the development of consumer segmentation, targeting and forecasting models to enable both opportunity sizing and optimal program execution
 Present insights and recommendations to technical and non-technical audiences

 Mentor a team of technically proficient Data Scientists to meet their developmental objectives
 Lead a Data Engineering team to drive efficiency and scale for all of Europe Data Science by developing data assets and scaled solutions for internal/external stakeholders





 Qualifications
  What we're after...

 Relevant experience building and leading technical teams in a highly matrixed organization
 Excellent communication, written, and interpersonal skills with an ability to clearly communicate results to senior level executives as a thought-partner, as well as work well under pressure
 Ability to coach, lead and provide direction to a diverse team of technical personnel
 Results oriented with very strong analytical, consultative, and problem-solving skills, with demonstrated intellectual and analytical rigor
 Team oriented, collaborative, diplomatic, and flexible style, with the ability to communicate data-driven insights and convey actionable recommendations tailored to various audience levels
 Extracting, aggregating and analysing large data sets using HiveQL, Python and/or (Py)Spark
 Devising and implementing statistical modelling and machine learning techniques using Python and/or (Py)Spark
 Generating and visualising data-based insights using BI software such as Tableau or Power BI
 Master’s or PhD (or equivalent) in Data Science, Economics, Statistics, Applied Mathematics, Computer Science, Operations Research, Business Analytics or another related technical field

 What we'd love...

 Previous exposure to financial services, payments or merchant analytics is a plus

 Additional Information
  This is a hybrid position. Hybrid employees can alternate time between both remote and office. Employees in hybrid roles are expected to work from the office 2-3 set days a week (determined by leadership/site), with a general guidepost of being in the office 50% or more of the time based on business needs.
 Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.
"
06a2b61914739eb5,Data Solutions & Analytics Engineering Manager - job post,Full-time,"

Every great story has a new beginning, and yours starts here.
 Welcome to Warner Bros. Discovery… the stuff dreams are made of.

 Who We Are… 
When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next…

 From brilliant creatives, to technology trailblazers, across the globe, WBD offers career defining opportunities, thoughtfully curated benefits, and the tools to explore and grow into your best selves. Here you are supported, here you are celebrated, here you can thrive.

 JOB TITLE: Data Solutions & Analytics Engineering Manager (EMEA)
 LOCATION: London, UK
 REPORTS TO (Title): Director, Marketing Analytics

 Your New Role…

 The Data Solutions & Analytics Engineeing Manager will be responsible for creating a deep understanding of the WBD streaming consumer to drive Marketing strategies. As part of the Global Marketing Analytics team, they will be responsible for managing a highly skillful analytics team to support EMEA Growth & Retention Marketing teams. They will create actionable insights from user-level behavior data and multiple data sources. They will oversee the reporting/measurement framework for all EMEA marketing teams. They will be responsible for collecting reporting/analysis requirements, working with the engineering team to ensure proper data flows, and partnering with the analytics engineering team to enable effective dashboards to Marketing teams. They will partner with the Growth Marketing, Retention, and Data Science teams to provide clear recommendations on segmentation, acquisition, media effectiveness, creative strategy, content, retention, and other analyses to drive incremental results for our streaming products. They will dig into the details with marketing teams and synthesize findings for executive presentations. They are an experienced analytics professional who is truly passionate about marketing and data and can manage a team to drive results.

 Your Role Accountabilities…

 Lead the organization in marketing analytics capabilities, including data visualization, campaign dashboarding, self-service reporting, and data solutions
 Partner and collaborate cross-functionally with analytics, business intelligence, data science, and marketing teams to develop and drive best-in-class marketing strategies
 Lead the analytics and measurement strategies to maximize subscriber growth & retention. Analyze KPI’s to identify opportunities to optimize campaign and testing strategies
 Translate and present complex data into actionable insights through analytic deep dives and dashboards.
 Collect reporting/analysis requirements, work with the engineering team to ensure proper data flow, and partner with Marketing teams to provide clear strategic recommendations to drive incremental results for WBD DTC product(s)
 Lead, manage, and develop a global team of skilled analysts responsible for dashboard development, translating data into actionable insights, and providing strategic data-driven recommendations


 Qualifications & Experience…


 6+ years’ experience in marketing analytics, with hands on experience supporting various marketing channels, such as paid media and CRM
 4+ years’ experience with data visualization and building a reporting measurement framework; familiarity with Looker a plus
 3+ years' experience managing a team, including experience building a team from the ground up
 Strong analytical skills are required, including the ability to analyze raw data, draw conclusions, and summarize actionable
 Understanding of digital marketing, social, and advertising technologies, such as Google Marketing Platform, Google Ad Manager, Social Ad Managers, AppsFlyer, and/or Braze
 Past experience with customer insights, CRM email & push performance, and driving end to end lifecycle programs
 Understanding of testing techniques (A/B, multivariate) and methodologies to advise with execution and provide insightful results
 Self-starter with a proactive mindset, capable of seeking out and building the necessary relationships throughout the league in order to achieve success
 Ability to collaborate with key partners and stakeholders to define metrics, identify requirements and maintain confidentiality.
 Experience managing a team, including experience with remote teams


 How We Get Things Done…

 This last bit is probably the most important! Here at WBD, our guiding principles are the core values by which we operate and are central to how we get things done. You can find them at www.wbd.com/guiding-principles/ along with some insights from the team on what they mean and how they show up in their day to day. We hope they resonate with you and look forward to discussing them during your interview.

 The Legal Bits…
 Warner Bros. Discovery embraces the opportunity to build a workforce that reflects the diversity of our society and the world around us. Being an equal opportunity employer means that we take seriously our responsibility to consider qualified candidates on the basis of merit, regardless of sex, gender identity, ethnicity, age, sexual orientation, religion or belief, marital status, pregnancy, parenthood, disability or any other category protected by law.
   If you’re a qualified candidate with a disability and you need a reasonable accommodation in order to apply for this position, please contact us at recruitadmin@wbd.com.
 
"
af1de5c83f513360,Data Scientist - job post,"£60,001 - £70,000 a year -  Permanent","




About the role





Data Scientist – Edinburgh (Hybrid Working)
 Up to £65,000 + Package
 MBN are partnering with a global leader in digital broadcast & media ad measurement, headquartered in Edinburgh to appoint a Data Scientist. The role will involve working on multiple projects to enable clients to better identify, understand & reach their target audience.
 Key Skills and Experience required:

Strong Python skills – Regression, NumPy, SciPy, Pandas, MLlib, scikit-learn
Jupyter notebooks, and/or Excel to manipulate and analyse data including mining, descriptive analysis, preparation of data for analytics, and documentation of data science analysis
Strong communication skills to a non-technical audience
Experience delivering data science projects in a non-academic setting, minimum of 3+ years’ work experience.
?Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, weighting sample-based data, statistical tests and proper usage, etc.)
Able to work on multiple projects with moving deadlines

Nice to have:

Experience in media/digital marketing
Knowledge of a variety of machine learning techniques (especially for classification problems) and their real-world advantages/drawbacks
Knowledge of Spark and basic knowledge of AWS environments

For more information or to apply, please send across an updated CV to kris@mbnsolutions.com or apply now.


 ?





"
018c8cd2393dd2cf,"AI Development Lead - (Part-Time, Job-Share, Full-Time) - job post","£65,000 - £75,000 a year -  Full-time, Part-time","

Salary: Up to £65,000 - £75,000 depending on experience plus an excellent benefits package


Location: Flexible/hybrid/home working




The opportunity:




  Data is at the core of Zurich’s digital transformation. We are looking for an innovative, visionary, hands-on AI expert who possesses the passion and experience to take a leading role in AI and ML at Zurich. Using machine learning, natural language processing (NLP), computer vision and robotics, you will help improve business outcomes and drive innovation.
 



  We are looking for someone proficient in using AI/ML to solve business problems, and who is also passionate about people, enjoying mentoring and supporting colleagues to do the same. You will focus on the development of AI and ML solutions, while proactively supporting the team in delivering for the business. A successful candidate will understand and explain the art of the possible, leveraging cutting-edge techniques and knowing when to best apply them, while being comfortable with ambiguous problems and building solutions to them. You will enjoy this aspect, the process of solving a problem the business may find difficult to articulate and will be someone happy working with stakeholders who may not share your technical expertise.
 



  This is an excellent opportunity to take advantage of emerging AI trends to make a real-world difference. To do this we are looking for an individual with a passion for innovative AI technology and who wants to work with a team of talented data scientists, engineers and consultants to design and develop the next generation of our data solutions. You will join a passionate and supportive team who are developing multiple high-impact ML solutions, and who share your enjoyment of all things ML.
 



  Many of our employees work flexibly in a variety of different ways, including part-time, flexible hours, job share, an element of working from home or compressed hours. This is because we want the best people for our roles, and we recognise that sometimes those people aren’t available full-time. Please talk to us at the interview about the flexibility you may need.
 



What will you be doing?




  You will take a key role in our digital transformation redefining the way we work, our solutions and our enterprise platforms.
 



  As AI development lead, your main responsibilities will involve:
 



Lead in prototyping ML/AI solutions while working with colleagues to make these ready for production, leveraging cloud tools and MLOps workflows using CI/CD and automated testing.
Stay on top of current developments in AI/ML and assess their relevance to Zurich, including the potential ethical impacts, and help the team stay informed.
Understand company challenges and how integrating AI capabilities can help create solutions. Work to solve business problems using ML/AI, in situations where the requirements may be ambiguous.
Collaborate with colleagues to identify and prioritize key areas of our business where AI solutions can drive significant business benefit
Ensure high ethical standards are set and maintained when using ML/AI at Zurich. 
Provide technical guidance and inject advanced AI capabilities into PoCs, MVPs etc. in close collaboration with colleagues. Be a mentor to colleagues working on their problems, proactively suggesting solutions
Translate technology to business users, to motivate and excite them to use and apply AI technology. Act as an advocate for AI/ML in the business, communicating our work to stakeholders and emphasizing its business value
Act as a thought leader on AI for Zurich and a point-of-contact for designing advanced AI/ML solutions, whom the team and business will look to for support.





What are we looking for?




Experience in applying leading AI methods to practical and comprehensive technology solutions. Will have worked on end-to-end machine learning solutions in a commercial environment which have gone into production, with a focus on leading the development part of the process and supporting colleagues.
Proven expert and thought leader in the area of ML, DL, and/or NLP. Comfortable working with various data types including big data, text data and documents (e.g. XML, JSON).
Experience using Microsoft Azure cloud services and Python to prototype and deliver machine learning solutions in a commercial environment, as part of an end-to-end solution, working within CI/CD and MLOps practices.
Experience using Databricks and Spark with Python
Passion for mentoring and supporting colleagues in AI/ML best-practice.
Exceptional communication skills, including the ability to articulate complex data issues and gain support from internal and external and executive stakeholders
Strong analytical, structured and interdisciplinary way of thinking and working, including the ability to think creatively with data and being comfortable with complex and ambiguous problem-solving
Comfortable working in a business environment where stakeholders will not have all of the answers, understanding the need to be practical and to deliver for the business
Ability to think proactively and ‘join the dots’ across a complex landscape to see the bigger picture.
An understanding of the importance of team culture, and a demonstrable ability to act as a role model to maintain a culture of curiosity, support and honesty.


  Nice to have:
 

Knowledge of SQL and R
Experience with AWS cloud services to deliver machine learning solutions
Experience in mentoring or teaching
Master’s degree or PhD in Physics, Mathematics, Data Science or Computer Science or related equivalent.





  As an inclusive employer, we want to ensure that all candidates feel comfortable and can perform at their best during the interview. You’ll have the opportunity to let us know of any reasonable adjustment or practical support needed when you apply.
 



Who we are:




  At Zurich, we aspire to be one of the most responsible and impactful businesses in the world and the best global insurer. Together we’re creating a brighter future for our customers, our people and our planet.
 



  With over 55,000 employees in more than 170 countries, you’ll feel the support of being part of a strong and stable company that is a long-standing player in the insurance industry.
 



  We’ve made a promise to each other and every employee; to focus on sustainable impact, to care about each other’s wellbeing, to use our diverse expertise to be curious and optimistic and to develop the skills needed for our future.
 



  If you're interested in working in a dynamic and challenging environment for a company that recognises and rewards your creativity, initiatives and contributions - then Zurich could be just the place for you. Be part of something great.
 



Our Culture:




  At Zurich, our sense of community is strong and we’re particularly passionate about diversity and inclusion, which we’ve won numerous awards for. We want our people to bring the whole of themselves to work and ensure everybody is made to feel welcome, regardless of their background, beliefs or culture. We want our employees to reflect the diversity of our customers, and so are committed to treating all of our applicants fairly and with respect, irrespective of their actual or assumed background, disability or any other protected characteristic.
 

  We have an environment that places real importance on our people’s well-being from a physical, mental, social and financial perspective. We work with our well-being partners and industry experts to provide the best advice and access to a wealth of lifestyle support. We’re also committed to continuous improvement and we offer access to a comprehensive range of training and development opportunities.
 

  We’re passionate about supporting employees to help others by getting involved in volunteering, charitable and community activity. Our charitable arm, Zurich Community Trust, is one of the longest-established corporate trusts in the UK. In that time, we’ve awarded grants and volunteered time to deserving causes in the UK valued at over £90 million.
 



So make a difference. Be challenged. Be inspired. Be supported, Love what you do. Work for us. 
#LI-Hybrid


"
